Order ID,Product_Qty,Product_SKU,Product_Name,Product_Weight,Product_Variation_Details,Product_Unit_Price,Product_Total_Price
633786,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633786,1,1HER-2501,In Her Studio Winter 2025 – New,0.5,,16.99,16.99
633786,1,1HER-2502,In Her Studio Spring 2025 – Coming February 1st,0.5,,16.99,16.99
633786,1,1HER-2503,In Her Studio Summer 2025 Pre-Order,0.5,Shipping Destination,14.99,14.99
633787,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633788,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633788,1,1FIE-2402,Field Guide to Everyday Magic Issue 14,0.5,,17.99,17.99
633788,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633788,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633789,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633790,1,1GRE-1802PDF,GreenCraft Magazine Spring 2018 Instant Download,0.5,,12.99,12.99
633790,1,1JOU-2403PDF,Art Journaling Summer 2024 Instant Download,0.5,,13.99,13.99
633790,1,1JOU-2501PDF,Art Journaling Winter 2025 Instant Download,0.5,,13.99,13.99
633790,1,1BOL-25PDF,Bella Grace Book of Lists Volume 3 Instant Download,0.5,,14.99,14.99
633791,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633792,1,1BOL-25PDF,Bella Grace Book of Lists Volume 3 Instant Download,0.5,,14.99,14.99
633793,1,1SUB-SOM,Somerset Studio Subscription,0,Would you like to add? Somerset Studio Spring 2025 (February Issue),78.92,78.92
633794,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633795,1,1GRA-2403PDF,Bella Grace Issue 40 Instant Download,0.5,,14.99,14.99
633795,1,1GRA-2404PDF,Bella Grace Issue 41 Instant Download,0.5,,14.99,14.99
633795,1,1GRA-COZY24PDF,The Cozy Issue Volume 7 Instant Download,0.5,,14.99,14.99
633795,1,1GRA-2501PDF,Bella Grace Issue 42 Instant Download,0.5,,14.99,14.99
633796,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633796,1,1IHG-2401,In Her Garden Spring 2024,0.5,,16.99,16.99
633797,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633798,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633799,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633800,1,1JOU-2202,Art Journaling Spring 2022,0.5,,14.99,14.99
633801,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633802,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633803,1,1IHG-2404PDF,In Her Garden Winter 2025 Instant Download,0.5,,13.99,13.99
633804,1,1SER-IHG-SPR-SUM-AUT-24,In Her Garden Gift Set,3.02,,53.97,53.97
633804,1,5SER-GRA1224BOL0125IHG1224,Dream Big Bestsellers Bundle,3.6,,55.97,55.97
633806,1,1SUB-SOM,Somerset Studio Subscription,0,Subscription Term (Required),57.97,57.97
633807,1,1RSVP-HER,In Her Studio Subscription,0,Would you like to add? In Her Studio Spring 2025 (February 2025),78.91,78.91
633808,1,1RSVP-WILMIXED-US,Deluxe Willow and Sage Subscription,0,Shipping Destination,83.95,83.95
633809,1,TEMPTING-0044,Pyramid Box Template,0,,0,0
633810,1,1SUB-SOM,Somerset Studio Subscription,0,Subscription Term (Required),57.97,57.97
633811,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633812,2,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,33.98
633813,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633814-1,1,1RSVP-GARDEN-2YR,In Her Garden Subscription,0,Subscription Term,115.97,115.97
633814-2,1,1RSVP-GARDEN-2YR,In Her Garden Subscription,0,Subscription Term,115.97,115.97
633815,1,1RSVP-QUI,Art Quilting Studio Subscription,0,Subscription Term (Required),53.97,53.97
633816,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633816,1,1IHG-2401,In Her Garden Spring 2024,0.5,,16.99,16.99
633816,1,1IHG-2402,In Her Garden Summer 2024,0.5,,16.99,16.99
633816,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633816,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633817,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633817,1,1GRE-2501,GreenCraft Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633817,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633818,1,1MIN-2002,Mingle Spring 2020,0.5,,14.99,14.99
633818,1,1GRA-COZY23,The Cozy Issue Volume 6,0.5,,18.99,18.99
633818,1,1HOU-24,The Natural Home Issue Volume 5,0.5,,16.99,16.99
633818,1,1MIN-2402,Mingle Spring 2024,0.5,,15.99,15.99
633818,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633819,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633819,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633820,1,1JOU-2501,Art Journaling Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633820,1,1SOM-2501,Somerset Studio Winter 2025 – New,0.5,,16.99,16.99
633820,1,TEMPTING-0012,Envelope Template,0,,0,0
633820,1,TEMPTING-0024,Haunt Template,0,,0,0
633820,1,TEMPTING-0046,Tag Booklet Template,0,,0,0
633820,1,TEMPTING-0064,Bird in Flight Template,0,,0,0
633820,1,TEMPTING-0066,Butterfly Template,0,,0,0
633820,1,TEMPTING-0075,Bungalow Template,0,,0,0
633821,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633822,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633822,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633823,1,1SUB-GRAMIXED-US,Deluxe Bella Grace Subscription,0,Shipping Destination (Required),99.95,99.95
633823,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633824,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633825,1,1IHG-2402,In Her Garden Summer 2024,0.5,,16.99,16.99
633825,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633825,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633826,1,1RSVP-JOU-2YR,Art Journaling Subscription,0,Subscription Term (Required),107.97,107.97
633827,1,1IHG-2404PDF,In Her Garden Winter 2025 Instant Download,0.5,,13.99,13.99
633830,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633832,1,1RSVP-QUI-CAN,Art Quilting Studio Subscription,0,Subscription Term (Required),61.97,61.97
633833,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633834,1,1RSVP-HER,In Her Studio Subscription,0,Would you like to add? In Her Studio Spring 2025 (February 2025),78.91,78.91
633834,1,1SUB-FIE,Field Guide to Everyday Magic Subscription,0,Shipping Destination (Required),63.97,63.97
633834,1,1SUB-GRACOZY-US,Bella Grace + Cozy Subscription,0,Shipping Destination,87.95,87.95
633834,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633834,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633836,1,1SUB-GRE,GreenCraft Magazine Subscription,0,Shipping Destination (Required),53.97,53.97
633838,1,1IHG-2402,In Her Garden Summer 2024,0.5,,16.99,16.99
633838,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633838,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633839,1,1SOM-TA0501,Transparent Art,0.7,,12.95,12.95
633839,1,1WWB-1302,Where Women Create BUSINESS Summer 2013,0.5,,3.99,3.99
633839,1,1RSVP-WIL-2YR,Willow and Sage Subscription,0,Would you like to add? Willow and Sage Spring 2025 (February 2025),127.92,127.92
633840,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633841,1,1JOU-2501,Art Journaling Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633841,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633843,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633843,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633844,1,1WIL-2401,Willow and Sage Winter 2024,0.5,,15.99,15.99
633844,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633845,1,1BOL-25PDF,Bella Grace Book of Lists Volume 3 Instant Download,0.5,,14.99,14.99
633846,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633847,1,1SUB-GRA-2YR,Bella Grace Subscription,0,Subscription Term (Required),139.9,139.9
633848,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633849,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633849,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633849,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633850,1,1SER-IHG-SPR-SUM-AUT-24,In Her Garden Gift Set,3.02,,53.97,53.97
633851,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633853,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633854,1,1HOU-20PDF,The Natural Home Issue Volume 1 Instant Download,0.5,,12.99,12.99
633854,1,1WIL-HOL23PDF,Willow and Sage The Handmade Gift Issue Instant Download,0.5,,13.99,13.99
633854,1,1IHG-2404PDF,In Her Garden Winter 2025 Instant Download,0.5,,13.99,13.99
633855,1,1RSVP-GARDEN-2YR,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),136.92,136.92
633856,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633857,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633858,1,1RSVP-HER-CAN,In Her Studio Subscription,0,Subscription Term (Required),65.97,65.97
633858,1,1RSVP-GARDEN-CAN,In Her Garden Subscription,0,Subscription Term,65.97,65.97
633859,1,1HOU-24PDF,The Natural Home Issue Volume 5 Instant Download,0.5,,14.99,14.99
633860,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633861,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633861,1,1HER-2501,In Her Studio Winter 2025 – New,0.5,,16.99,16.99
633862,1,1SUB-SOM,Somerset Studio Subscription,0,Subscription Term (Required),57.97,57.97
633863,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633864,1,5SC-50200,The Venetian Collection Maureen Blackman Series,0.6,,4.99,4.99
633864,1,5RR-TH94122,Tim Holtz Idea-ology Worn Wallpaper Scraps,0.3,,8.99,8.99
633865,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633866,1,1RSVP-HER,In Her Studio Subscription,0,Subscription Term (Required),57.97,57.97
633866,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633872,1,1GRE-2501,GreenCraft Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633872,1,1WIL-2502,Willow and Sage Spring 2025 – Coming February 1st,0.5,,15.99,15.99
633875,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633877,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633878,1,1WIL-2502,Willow and Sage Spring 2025 – Coming February 1st,0.5,,15.99,15.99
633879,1,1SUB-GRE,GreenCraft Magazine Subscription,0,Shipping Destination (Required),53.97,53.97
633879,1,1SOM-HOL22,A Somerset Holiday Volume 16,0.5,,15.99,15.99
633879,1,5RR-MDA59974,Dina Wakley Media Assorted Washi Tape — Collage Faces,0.5,,9.99,9.99
633879,1,5RR-MDA63001,Dina Wakley Media Assorted Washi Tape — Spotted Collage,0.5,,9.99,9.99
633879,1,1GRE-2301,GreenCraft Winter 2023,0.5,,15.99,15.99
633880,1,1RSVP-WIL,Willow and Sage Subscription,0,Subscription Term (Required),53.97,53.97
633881,1,1GRE-2501,GreenCraft Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633881,1,1WIL-2501,Willow and Sage Winter 2025 – New,0.5,,15.99,15.99
633881,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633881,1,1SER-IHG-SPR-SUM-AUT-24,In Her Garden Gift Set,3.02,,53.97,53.97
633882,1,1TAK-1802,Take Ten Spring 2018,0.5,,14.99,14.99
633882,1,1SUB-GRACOZY-US,Bella Grace + Cozy Subscription,0,Shipping Destination,87.95,87.95
633883,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633884,1,1IHG-2403PDF,In Her Garden Autumn 2024 Instant Download,0.5,,14.99,14.99
633884,1,1IHG-2404PDF,In Her Garden Winter 2025 Instant Download,0.5,,13.99,13.99
633885,1,1SUB-GRACOZY-US,Bella Grace + Cozy Subscription,0,Would you like to add? Book of Lists Vol. 2 (January 2024),110.9,110.9
633885,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633885,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633886,1,1CDL-24PDF,The Candle Issue Volume 4 Instant Download,0.5,,13.99,13.99
633887,1,1SUB-GRA,Bella Grace Subscription,0,Would you like to add? Bella Grace Issue 42 (December 2024),93.9,93.9
633888,1,1WIL-2501,Willow and Sage Winter 2025 – New,0.5,,15.99,15.99
633889,1,5SER-GRA1224BOL0125IHG1224,Dream Big Bestsellers Bundle,3.6,,55.97,55.97
633890,1,1SUB-SOM,Somerset Studio Subscription,0,Would you like to add? Somerset Studio Spring 2025 (February Issue),78.92,78.92
633891,1,1IHG-2501,In Her Garden Spring 2025 Pre-Order,0.5,Shipping Destination,14.99,14.99
633892,1,5SER-SOM1124FOREST,Somerset Studio Gift Bundle,2.13,,31.97,31.97
633893,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633894,1,1RSVP-JOU,Art Journaling Subscription,0,Subscription Term (Required),53.97,53.97
633895,1,1JOU-2501,Art Journaling Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633896,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633899,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633900,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633900,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633901,1,1RSVP-WIL-2YR,Willow and Sage Subscription,0,Would you like to add? Willow and Sage Spring 2025 (February 2025),127.92,127.92
633901,1,1HOU-21,The Natural Home Issue Volume 2,0.5,,14.99,14.99
633901,1,1WIL-2104,Willow and Sage Autumn 2021,0.5,,14.99,14.99
633901,1,1WIL-2201,Willow and Sage Winter 2022,0.5,,14.99,14.99
633901,1,1WIL-2401,Willow and Sage Winter 2024,0.5,,15.99,15.99
633901,1,1WIL-2402,Willow and Sage Spring 2024,0.5,,15.99,15.99
633901,1,1WIL-2403,Willow and Sage Summer 2024,0.5,,15.99,15.99
633901,1,1WIL-2404,Willow and Sage Autumn 2024,0.5,,15.99,15.99
633902,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633902,1,1CDL-24,The Candle Issue Volume 4 – New,0.5,,16.99,16.99
633902,1,1WIL-2501,Willow and Sage Winter 2025 – New,0.5,,15.99,15.99
633902,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633902,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633902,1,1GRA-2502,Bella Grace Issue 43 Pre-Order,0.5,Shipping Destination,17.99,17.99
633903,1,TEMPTING-0044,Pyramid Box Template,0,,0,0
633905,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633906,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633907,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633908,1,1IHG-2401,In Her Garden Spring 2024,0.5,,16.99,16.99
633908,1,1IHG-2402,In Her Garden Summer 2024,0.5,,16.99,16.99
633908,1,1IHG-2403,In Her Garden Autumn 2024,0.5,,16.99,16.99
633909,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633910,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633911,1,1RSVP-GARDEN-2YR,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),136.92,136.92
633912,1,1BOL-25PDF,Bella Grace Book of Lists Volume 3 Instant Download,0.5,,14.99,14.99
633913,1,1RSVP-JOU,Art Journaling Subscription,0,Subscription Term (Required),53.97,53.97
633914,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633915,1,1RSVP-GARDEN-CAN,In Her Garden Subscription,0,Subscription Term,65.97,65.97
633916,1,TEMPTING-0017,Corset Template,0,,0,0
633916,1,TEMPTING-0077,Carousel Horse Template,0,,0,0
633917,1,1JOU-2501PDF,Art Journaling Winter 2025 Instant Download,0.5,,13.99,13.99
633919,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633920,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633921,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633922,1,1SUB-GRA,Bella Grace Subscription,0,Would you like to add? Bella Grace Issue 42 (December 2024),93.9,93.9
633923,1,1RSVP-JOU-2YR,Art Journaling Subscription,0,Would you like to add? Art Journaling Winter 2025 (January Issue),127.92,127.92
633923,1,1JOU-2404,Art Journaling Autumn 2024,0.5,,15.99,15.99
633924,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633925,1,1SUB-GRACOZY-CAN,Bella Grace + Cozy Subscription,0,Shipping Destination,107.95,107.95
633925,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633926,1,1RSVP-WILMIXED-US,Deluxe Willow and Sage Subscription,0,Would you like to add? Willow and Sage Spring 2025 (February 2025),103.9,103.9
633926,1,1SUB-GRACOZY-US,Bella Grace + Cozy Subscription,0,Shipping Destination,87.95,87.95
633927,1,1SUB-SOM-2YR,Somerset Studio Subscription,0,Subscription Term (Required),114.97,114.97
633928,1,1SUB-GRACOZY-US,Bella Grace + Cozy Subscription,0,Would you like to add? The Cozy Issue Vol. 7 (November 2024),110.94,110.94
633929,1,1JOU-2501,Art Journaling Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633930,1,1GRA-2501,Bella Grace Issue 42 – New,0.5,,19.99,19.99
633931,1,1RSVP-JOU,Art Journaling Subscription,0,Subscription Term (Required),53.97,53.97
633931,1,1RSVP-WIL,Willow and Sage Subscription,0,Subscription Term (Required),53.97,53.97
633932,1,1GRA-COZY24PDF,The Cozy Issue Volume 7 Instant Download,0.5,,14.99,14.99
633933,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633935,1,1SUB-GRA,Bella Grace Subscription,0,Subscription Term (Required),69.95,69.95
633939,1,1SUB-GRE,GreenCraft Magazine Subscription,0,Shipping Destination (Required),53.97,53.97
633939,1,1RSVP-WIL,Willow and Sage Subscription,0,Would you like to add? The Natural Home Issue Vol. 5 (April 2024),74.91,74.91
633939,1,1HOU-23,The Natural Home Issue Volume 4,0.5,,16.99,16.99
633940,1,1GRA-COZY24,The Cozy Issue Volume 7 – New,0.5,,18.99,18.99
633940,1,1FIE-2402,Field Guide to Everyday Magic Issue 14,0.5,,17.99,17.99
633940,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633941,1,1JOU-2501,Art Journaling Winter 2025 – Coming January 1st,0.5,,15.99,15.99
633943,1,1RSVP-JOU,Art Journaling Subscription,0,Would you like to add? Art Journaling Winter 2025 (January Issue),73.92,73.92
633943,1,1RSVP-WILMIXED-US,Deluxe Willow and Sage Subscription,0,Shipping Destination,83.95,83.95
633944,1,1FIE-2201,Field Guide to Everyday Magic Issue 9,0.5,,16.99,16.99
633944,1,1GRA-2203,Bella Grace Issue 32,0.5,,19.99,19.99
633944,1,1SER-GRA39BOL2,Seeker of Marvels & Curiosities Bundle,2.4,,38.97,38.97
633945,1,1SUB-SOM,Somerset Studio Subscription,0,Would you like to add? Somerset Studio Spring 2025 (February Issue),78.92,78.92
633945,1,1SOM-2403,Somerset Studio Summer 2024,0.5,,16.99,16.99
633945,1,1SOM-2404,Somerset Studio Autumn 2024,0.5,,16.99,16.99
633945,1,1SOM-2501,Somerset Studio Winter 2025 – New,0.5,,16.99,16.99
633946,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633947,1,1RSVP-WILMIXED-US,Deluxe Willow and Sage Subscription,0,Shipping Destination,83.95,83.95
633947,1,1WIL-2404,Willow and Sage Autumn 2024,0.5,,15.99,15.99
633947,1,1WIL-2403PDF,Willow and Sage Summer 2024 Instant Download,0.5,,13.99,13.99
633948,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),78.92,78.92
633949,1,1RSVP-GARDEN-2YR,In Her Garden Subscription,0,Would you like to add? In Her Garden Winter 2025 (December Issue),136.92,136.92
633950,1,1SUB-FIE-CAN,Field Guide to Everyday Magic Subscription,0,Shipping Destination (Required),71.97,71.97
633951,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633952,1,TEMPTING-0030,We Three Friends Template,0,,0,0
633952,1,TEMPTING-0062,Dress and Apron Template,0,,0,0
633952,1,TEMPTING-0064,Bird in Flight Template,0,,0,0
633952,1,TEMPTING-0068,Angel Template,0,,0,0
633952,1,TEMPTING-0071,Camera Template,0,,0,0
633952,1,TEMPTING-0075,Bungalow Template,0,,0,0
633952,1,TEMPTING-0077,Carousel Horse Template,0,,0,0
633953,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633955,1,1RSVP-GARDEN-US,In Her Garden Subscription,0,Subscription Term,57.97,57.97
633956,1,1HER-2501,In Her Studio Winter 2025 – New,0.5,,16.99,16.99
633956,1,1IHG-2404,In Her Garden Winter 2025 – New,0.5,,16.99,16.99
633956,1,1HER-2502,In Her Studio Spring 2025 – Coming February 1st,0.5,,16.99,16.99
633957,1,1RSVP-WIL,Willow and Sage Subscription,0,Subscription Term (Required),53.97,53.97
633957,1,1WIL-SOP24,Willow and Sage The Soapmaking Issue Volume 1,0.5,,16.99,16.99
633958,1,1BOL-24,Bella Grace Book of Lists Volume 2,0.5,,18.99,18.99
633958,1,1BOL-25,Bella Grace Book of Lists Volume 3 – Coming January 1st,0.5,,18.99,18.99
633959,1,1WIL-2501PDF,Willow and Sage Winter 2025 Instant Download,0.5,,13.99,13.99
